,City,Country_Code,Input_Lat,Input_Lon,Actual_Lat,Actual_Lon,MaxTemp,Humidity,Cloudiness,Wind_Speed,Date_Time,Hemisphere
516,eisenberg,DE,51,12,50.9667,11.9,74.05,69,49,3.91,6/16/2021 - 14:32:45,Northern
517,khovu-aksy,RU,51,94,51.1333,93.6,44.02,89,65,3.13,6/16/2021 - 14:32:45,Northern
520,mazamitla,MX,20,-103,19.9167,-103.0333,76.1,31,100,6.58,6/16/2021 - 14:32:45,Northern
521,ixtapa,MX,11,-105,20.7,-105.2,89.22,70,40,11.5,6/16/2021 - 14:32:46,Northern
522,verkhoturye,RU,59,61,58.8627,60.8054,61.79,85,36,7.25,6/16/2021 - 14:32:46,Northern
525,humaita,BR,-8,-63,-7.5061,-63.0208,85.08,64,100,1.12,6/16/2021 - 14:32:47,Southern
526,seybaplaya,MX,20,-91,19.65,-90.6667,76.46,82,100,6.85,6/16/2021 - 14:32:47,Northern
527,sangar,RU,65,126,63.9242,127.4739,57.81,60,21,1.92,6/16/2021 - 14:32:47,Northern
529,muros,ES,42,-12,42.7762,-9.0603,69.15,83,89,4.23,6/16/2021 - 14:32:48,Northern
534,fortuna,US,34,-138,40.5982,-124.1573,83.19,73,40,3,6/16/2021 - 14:32:48,Northern
538,treinta y tres,UY,-33,-55,-33.2333,-54.3833,49.41,66,100,7.49,6/16/2021 - 14:32:49,Southern
540,kununurra,AU,-19,131,-15.7667,128.7333,60.78,82,65,5.75,6/16/2021 - 14:32:49,Southern
543,umtata,ZA,-32,29,-31.5889,28.7844,56.21,77,100,2.48,6/16/2021 - 14:32:50,Southern
544,los llanos de aridane,ES,30,-20,28.6585,-17.9182,67.75,87,20,16.11,6/16/2021 - 14:32:50,Northern
549,nuuk,GL,66,-49,64.1835,-51.7216,43.41,75,75,11.5,6/16/2021 - 14:32:51,Northern
551,shiyan,CN,32,110,32.6475,110.7781,69.35,91,100,4.09,6/16/2021 - 14:32:51,Northern
554,sechura,PE,-6,-82,-5.5569,-80.8222,79.18,58,22,15.48,6/16/2021 - 14:32:52,Southern
556,sitka,US,43,-142,57.0531,-135.33,57.4,67,63,3.96,6/16/2021 - 14:32:52,Northern
559,manaus,BR,-1,-60,-3.1019,-60.025,73.9,94,75,6.91,6/16/2021 - 14:28:19,Southern
560,okhotsk,RU,57,142,59.3833,143.3,46.31,94,99,3.74,6/16/2021 - 14:32:53,Northern
561,gazojak,TM,43,63,41.1875,61.4036,83.86,15,1,11.56,6/16/2021 - 14:32:53,Northern
563,samus,RU,57,85,56.7475,84.6992,63.7,93,100,5.99,6/16/2021 - 14:32:53,Northern
572,ostrovnoy,RU,73,39,68.0531,39.5131,41.2,89,100,2.93,6/16/2021 - 14:32:54,Northern
575,kashi,CN,39,76,39.4547,75.9797,56.41,82,75,6.71,6/16/2021 - 14:32:55,Northern
576,lagoa,PT,48,-33,39.05,-27.9833,65.89,93,100,4.18,6/16/2021 - 14:32:55,Northern
580,porto novo,BJ,14,-39,6.4965,2.6036,82.22,77,83,11.01,6/16/2021 - 14:31:43,Northern
581,hofn,IS,63,-14,64.2539,-15.2082,42.82,56,90,16.11,6/16/2021 - 14:32:56,Northern
582,stryn,NO,62,7,61.9045,6.7226,58.08,88,100,7.81,6/16/2021 - 14:32:56,Northern
583,butte,US,46,-112,39.6499,-121.5677,101.41,7,6,5.79,6/16/2021 - 14:32:57,Northern
595,ribeira grande,PT,41,-32,38.5167,-28.7,72,88,40,24.16,6/16/2021 - 14:32:58,Northern
596,mansa,IN,-11,29,29.9833,75.3833,85.23,45,0,5.7,6/16/2021 - 14:32:58,Northern
603,tiznit,MA,30,-10,29.5833,-9.5,62.58,73,0,7.43,6/16/2021 - 14:32:59,Northern
607,sept-iles,CA,56,-67,50.2001,-66.3821,51.06,96,90,5.99,6/16/2021 - 14:28:50,Northern
609,yenagoa,NG,1,3,4.9247,6.2642,75.96,92,99,6.31,6/16/2021 - 14:33:0,Northern
612,turayf,SA,32,39,31.6725,38.6637,77.25,41,0,16.11,6/16/2021 - 14:33:1,Northern
613,zamora,EC,-4,-79,-4.0692,-78.9567,88.84,79,100,3.2,6/16/2021 - 14:33:1,Southern
614,tilichiki,RU,59,170,60.4667,166.1,51.53,66,99,1.54,6/16/2021 - 14:33:1,Northern
615,atkarsk,RU,52,45,51.8718,45.0078,64.2,92,59,6.8,6/16/2021 - 14:33:2,Northern
616,bara,NG,13,30,10.3744,10.7288,76.28,70,80,4.47,6/16/2021 - 14:33:2,Northern
617,barcelos,PT,-2,-62,41.5388,-8.6151,68.92,92,95,3.18,6/16/2021 - 14:33:2,Northern
621,mandera,KE,3,42,3.9366,41.867,83.55,44,100,20.87,6/16/2021 - 14:33:3,Northern
624,poum,NC,-17,158,-20.2333,164.0167,73.87,81,53,3.96,6/16/2021 - 14:33:3,Southern
625,durban,ZA,-31,33,-29.8579,31.0292,67.01,84,96,4,6/16/2021 - 14:33:4,Southern
626,puerto leguizamo,CO,0,-74,-0.1934,-74.7819,76.6,94,84,4.03,6/16/2021 - 14:33:4,Southern
629,jalu,LY,29,24,29.0331,21.5482,84.11,25,0,12.06,6/16/2021 - 14:33:4,Northern
633,acarau,BR,3,-40,-2.8856,-40.12,81.28,74,14,13.85,6/16/2021 - 14:33:5,Southern
637,svetlyy,RU,50,61,54.675,20.1347,60.85,86,1,5.32,6/16/2021 - 14:33:6,Northern
641,soe,ID,-10,125,-9.8607,124.284,59.02,82,3,4.18,6/16/2021 - 14:33:6,Southern
643,jiutai,CN,44,126,44.1525,125.8328,71.94,62,100,20.87,6/16/2021 - 14:33:7,Northern
645,saint-raphael,HT,43,7,19.4333,-72.2,83.57,51,11,4.52,6/16/2021 - 14:33:7,Northern
646,sosnovo-ozerskoye,RU,53,111,52.5249,111.5418,41.47,94,100,9.46,6/16/2021 - 14:33:9,Northern
651,novoleushkovskaya,RU,46,40,45.9956,39.9921,71.08,80,47,12.62,6/16/2021 - 14:33:10,Northern
653,riyadh,SA,22,46,24.6877,46.7219,95.05,8,0,9.22,6/16/2021 - 14:30:17,Northern
654,tual,ID,-8,130,-5.6667,132.75,80.62,78,52,10.38,6/16/2021 - 14:33:10,Southern
656,mount isa,AU,-24,141,-20.7333,139.5,62.37,36,56,10.36,6/16/2021 - 14:33:10,Southern
659,saint-ambroise,CA,49,-71,48.5501,-71.3324,53.92,93,100,9.95,6/16/2021 - 14:33:11,Northern
660,bubaque,GW,5,-23,11.2833,-15.8333,80.85,83,100,13.87,6/16/2021 - 14:33:11,Northern
661,faya,SA,22,25,18.3851,42.4509,73.51,34,39,4.05,6/16/2021 - 14:33:12,Northern
669,buritizeiro,BR,-17,-45,-17.3511,-44.9622,81.5,32,9,5.01,6/16/2021 - 14:33:13,Southern
676,kirchzarten,DE,48,8,47.9667,7.95,81.54,68,100,5.73,6/16/2021 - 14:33:13,Northern
679,kenitra,MA,35,-7,34.261,-6.5802,70.56,77,0,7.99,6/16/2021 - 14:33:14,Northern
680,galeana,MX,25,-100,24.8333,-100.0667,74.7,38,11,13.35,6/16/2021 - 14:30:31,Northern
681,coahuayana,MX,9,-108,18.7333,-103.6833,98.08,60,97,7.92,6/16/2021 - 14:33:14,Northern
682,bud,US,72,4,39.447,-86.1758,83.93,43,7,2.28,6/16/2021 - 14:33:15,Northern
684,te anau,NZ,-42,161,-45.4167,167.7167,42.73,90,72,3.85,6/16/2021 - 14:33:15,Southern
691,caxito,AO,-9,14,-8.5785,13.6643,75.85,92,5,1.81,6/16/2021 - 14:33:16,Southern
693,guaraniacu,BR,-25,-53,-25.1008,-52.8781,65.26,63,1,3.85,6/16/2021 - 14:33:16,Southern
694,turka,UA,49,23,49.1541,23.0297,60.26,94,0,1.99,6/16/2021 - 14:33:17,Northern
695,tasiilaq,GL,76,-39,65.6145,-37.6368,44.76,76,100,4.45,6/16/2021 - 14:33:17,Northern
701,ballina,AU,56,-10,-28.8667,153.5667,58.96,96,90,3.44,6/16/2021 - 14:33:18,Southern
702,kalemie,CD,-6,30,-5.9475,29.1947,69.46,55,82,2.44,6/16/2021 - 14:33:18,Southern
707,aquiraz,BR,-3,-37,-3.9014,-38.3911,86.22,61,13,7.16,6/16/2021 - 14:31:53,Southern
709,muzhi,RU,65,63,65.3667,64.6667,63.03,50,94,13.35,6/16/2021 - 14:33:19,Northern
711,itanhem,BR,-17,-40,-17.1664,-40.33,76.37,50,9,6.58,6/16/2021 - 14:33:19,Southern
712,luancheng,CN,38,114,37.8792,114.6517,68.16,86,100,4.38,6/16/2021 - 14:33:20,Northern
713,kanashevo,RU,55,62,55.2169,62.0634,70.36,73,100,5.79,6/16/2021 - 14:33:20,Northern
714,pervomayskiy,RU,64,41,53.2485,40.2871,66.13,93,27,10.29,6/16/2021 - 14:33:20,Northern
725,rio grande,BR,-35,-50,-32.035,-52.0986,53.71,60,100,10.94,6/16/2021 - 14:33:22,Southern
728,bagotville,AU,48,-71,-28.9833,153.4167,58.82,98,12,7.9,6/16/2021 - 14:33:22,Southern
730,baykit,RU,63,98,61.67,96.37,51.78,67,15,1.63,6/16/2021 - 14:33:22,Northern
731,awbari,LY,27,11,26.5921,12.7805,86.61,14,0,8.72,6/16/2021 - 14:33:23,Northern
733,abu kamal,SY,33,40,34.4506,40.9171,81.95,34,0,23.49,6/16/2021 - 14:33:23,Northern
737,salalah,OM,16,53,17.0151,54.0924,82.49,89,75,3.44,6/16/2021 - 14:29:55,Northern
742,nome,US,66,-167,64.5011,-165.4064,54.16,71,100,4.23,6/16/2021 - 14:33:24,Northern
746,jinka,ET,5,37,5.65,36.65,63.23,82,100,3.49,6/16/2021 - 14:33:25,Northern
748,mwinilunga,ZM,-11,24,-11.7358,24.4293,54.68,46,4,4.41,6/16/2021 - 14:33:25,Southern
749,gazli,UZ,42,64,40.1333,63.45,83.93,14,0,8.99,6/16/2021 - 14:33:26,Northern
750,lipin bor,RU,60,38,60.2622,37.9763,54.19,56,70,11.5,6/16/2021 - 14:33:26,Northern
752,qorveh,IR,35,48,35.1664,47.8045,69.46,21,0,2.37,6/16/2021 - 14:33:26,Northern
756,chifeng,CN,45,117,42.2683,118.9636,65.21,57,100,12.3,6/16/2021 - 14:33:27,Northern
757,amahai,ID,-3,130,-3.3333,128.9167,75.74,87,19,2.64,6/16/2021 - 14:33:27,Southern
760,mangrol,IN,17,66,21.1167,70.1167,84.11,80,99,18.66,6/16/2021 - 14:33:28,Northern
764,port keats,AU,-12,127,-14.25,129.55,70.66,60,15,5.88,6/16/2021 - 14:33:28,Southern
768,champerico,GT,13,-92,14.3,-91.9167,84.94,73,100,11.1,6/16/2021 - 14:33:29,Northern
770,castlemaine,AU,-37,144,-37.0667,144.2167,46.27,98,100,3.29,6/16/2021 - 14:33:29,Southern
771,djambala,CG,-3,15,-2.5447,14.7533,70.95,75,6,5.08,6/16/2021 - 14:33:30,Southern
774,saint-louis,SN,17,-18,16.3333,-15,94.64,37,59,16.89,6/16/2021 - 14:33:30,Northern
775,rantepao,ID,-2,119,-2.9701,119.8978,64.49,97,52,2.26,6/16/2021 - 14:33:30,Southern
776,aklavik,CA,79,-143,68.2191,-135.0107,61.52,62,75,11.5,6/16/2021 - 14:33:31,Northern
777,sinnamary,GF,14,-48,5.3833,-52.95,79.84,86,100,9.64,6/16/2021 - 14:33:31,Northern
778,great falls,US,47,-111,47.5002,-111.3008,74.93,21,1,5.99,6/16/2021 - 14:32:35,Northern
779,sambava,MG,-14,53,-14.2667,50.1667,70.12,81,20,11.05,6/16/2021 - 14:33:31,Southern
781,ocos,GT,11,-95,14.5094,-92.1933,88.3,73,100,11.39,6/16/2021 - 14:33:32,Northern
782,kambove,CD,-10,27,-10.8764,26.5969,55.15,50,0,4.03,6/16/2021 - 14:33:32,Southern
783,barra patuca,HN,18,-84,15.8,-84.2833,85.33,70,90,13.65,6/16/2021 - 14:33:32,Northern
784,lebu,CL,-32,-86,-37.6167,-73.65,57.16,74,37,4.65,6/16/2021 - 14:33:33,Southern
786,les cayes,HT,18,-74,18.2,-73.75,85.51,67,18,12.41,6/16/2021 - 14:33:33,Northern
792,borba,BR,-5,-59,-4.3878,-59.5939,81.82,82,19,0.6,6/16/2021 - 14:33:34,Southern
798,sao filipe,CV,12,-38,14.8961,-24.4956,73.22,82,13,8.28,6/16/2021 - 14:33:35,Northern
800,high level,CA,59,-116,58.5169,-117.136,55.51,94,90,13.8,6/16/2021 - 14:33:35,Northern
810,saravan,AM,15,107,39.7196,45.6483,74.05,62,0,8.93,6/16/2021 - 14:33:36,Northern
815,ayutla,MX,17,-99,20.1167,-104.3333,85.57,30,87,6.73,6/16/2021 - 14:33:37,Northern
816,stornoway,GB,59,-7,58.2093,-6.3865,53.92,76,40,17.27,6/16/2021 - 14:33:37,Northern
819,meyzieu,FR,46,5,45.7667,5,86.47,50,0,8.05,6/16/2021 - 14:33:38,Northern
822,mossendjo,CG,-3,13,-2.9506,12.7261,71.2,88,89,2.8,6/16/2021 - 14:33:38,Southern
823,palana,RU,60,159,59.1167,159.9667,43.52,92,100,12.17,6/16/2021 - 14:33:39,Northern
826,nishiwaki,JP,35,135,34.9833,134.9667,69.15,97,100,4.18,6/16/2021 - 14:33:39,Northern
830,longyearbyen,SJ,88,18,78.2186,15.6401,37.24,70,40,8.05,6/16/2021 - 14:33:40,Northern
831,la celia,CO,5,-76,5.0433,-76.0167,72.99,81,46,1.95,6/16/2021 - 14:33:40,Northern
837,itarema,BR,8,-36,-2.9248,-39.9167,81.07,73,2,13.29,6/16/2021 - 14:33:41,Southern
838,kapoeta,SS,6,33,4.7717,33.5903,74.17,78,99,7.96,6/16/2021 - 14:33:41,Northern
840,loukhi,RU,65,33,66.0764,33.0381,43.77,90,74,4,6/16/2021 - 14:33:41,Northern
844,liverpool,GB,39,-62,53.4106,-2.9779,68.68,79,90,3,6/16/2021 - 14:33:42,Northern
846,vostok,RU,53,148,46.4856,135.8833,55.69,82,0,3.87,6/16/2021 - 14:33:42,Northern
853,shingu,JP,26,138,33.7333,135.9833,66.9,93,92,7.85,6/16/2021 - 14:33:43,Northern
855,maragogi,BR,-12,-32,-9.0122,-35.2225,75.67,88,26,9.4,6/16/2021 - 14:33:44,Southern
856,cidreira,BR,-49,-27,-30.1811,-50.2056,56.88,62,100,10.45,6/16/2021 - 14:33:44,Southern
861,talcahuano,CL,-36,-75,-36.7167,-73.1167,62.28,63,40,8.05,6/16/2021 - 14:33:45,Southern
862,sa kaeo,TH,14,102,13.75,102.3333,75.31,91,100,5.3,6/16/2021 - 14:30:31,Northern
870,orangeburg,US,33,-81,33.4918,-80.8557,88.95,48,29,4,6/16/2021 - 14:30:36,Northern
875,abu samrah,SY,23,52,35.3029,37.1841,66.54,69,0,14.85,6/16/2021 - 14:33:47,Northern
877,brokopondo,SR,4,-56,4.75,-55.1667,82.81,72,52,6.33,6/16/2021 - 14:33:47,Northern
879,vao,NC,-27,169,-22.6667,167.4833,71.67,77,48,6.35,6/16/2021 - 14:33:47,Southern
883,miri,MY,7,111,4.4148,114.0089,73.54,100,40,4.61,6/16/2021 - 14:33:48,Northern
884,borujerd,IR,34,49,33.8973,48.7516,73.18,16,0,1.9,6/16/2021 - 14:33:48,Northern
887,nata,PA,-20,26,8.3333,-80.5167,90.46,60,43,7.14,6/16/2021 - 14:33:49,Northern
889,kloulklubed,PW,6,134,7.0419,134.2556,75.7,76,100,1.43,6/16/2021 - 14:33:49,Northern
890,lasa,IT,33,90,46.6166,10.7002,74.28,87,28,2.93,6/16/2021 - 14:33:50,Northern
896,columbus,US,34,-88,39.9612,-82.9988,77.34,36,1,1.99,6/16/2021 - 14:32:39,Northern
898,atar,MR,22,-13,20.5169,-13.0499,99.88,13,8,12.24,6/16/2021 - 14:33:51,Northern
900,yinchuan,CN,38,108,38.4681,106.2731,59.47,48,61,5.75,6/16/2021 - 14:33:51,Northern
901,pozo colorado,PY,-24,-60,-23.4923,-58.7972,61.23,60,100,6.62,6/16/2021 - 14:33:51,Southern
903,margate,GB,-42,40,51.3813,1.3862,76.86,70,15,1.99,6/16/2021 - 14:33:52,Northern
906,kudahuvadhoo,MV,3,65,2.6708,72.8944,83.86,73,61,12.55,6/16/2021 - 14:33:52,Northern
911,olafsvik,IS,60,-29,64.8945,-23.7142,41.36,64,100,25.79,6/16/2021 - 14:33:53,Northern
912,ilulissat,GL,75,-45,69.2167,-51.1,37.42,87,75,3.44,6/16/2021 - 14:33:53,Northern
918,pata,PH,-14,-172,17.7152,121.5018,76.71,81,54,2.44,6/16/2021 - 14:33:54,Northern
924,srednekolymsk,RU,69,153,67.45,153.6833,43.52,65,98,11.14,6/16/2021 - 14:33:55,Northern
925,galesong,ID,-5,117,-5.3166,119.3661,73.42,82,99,3.89,6/16/2021 - 14:33:55,Southern
927,turiacu,BR,-1,-45,-1.6633,-45.3717,79.72,84,6,4.79,6/16/2021 - 14:33:55,Southern
934,orcopampa,PE,-15,-73,-15.2661,-72.3417,55.65,38,67,11.03,6/16/2021 - 14:33:56,Southern
936,mackay,AU,-19,153,-21.15,149.2,68.68,94,75,5.75,6/16/2021 - 14:33:57,Southern
942,antofagasta,CL,-24,-69,-23.65,-70.4,61.88,66,0,7.72,6/16/2021 - 14:33:58,Southern
943,la ronge,CA,64,-104,55.1001,-105.2842,59.25,88,90,8.05,6/16/2021 - 14:33:58,Northern
945,nabire,ID,-3,136,-3.3667,135.4833,73.87,91,99,2.73,6/16/2021 - 14:33:58,Southern
946,beisfjord,NO,68,18,68.3751,17.5988,44.65,89,72,3.44,6/16/2021 - 14:33:59,Northern
952,brunico,IT,47,12,46.7958,11.9364,73.69,87,46,2.91,6/16/2021 - 14:33:59,Northern
955,hamilton,US,30,-65,39.1834,-84.5333,80.58,36,20,5.99,6/16/2021 - 14:33:50,Northern
960,brunsbuttel,DE,54,9,53.9,9.15,77.23,86,99,8.32,6/16/2021 - 14:34:0,Northern
961,santa rosa,PH,-17,-62,14.3122,121.1114,84.11,79,61,2.82,6/16/2021 - 14:34:1,Northern
965,kinablangan,PH,8,127,7.6947,126.5503,78.01,80,64,4.47,6/16/2021 - 14:34:1,Northern
971,sibolga,ID,-2,93,1.7427,98.7792,76.41,85,87,2.59,6/16/2021 - 14:34:2,Northern
980,seoul,KR,39,128,37.5683,126.9778,69.24,68,0,6.91,6/16/2021 - 14:30:36,Northern
981,yima,CN,35,112,34.7381,111.8839,66.76,77,100,13.76,6/16/2021 - 14:34:3,Northern
982,sao joao da barra,BR,-22,-41,-21.6403,-41.0511,75.29,75,69,8.61,6/16/2021 - 14:34:4,Southern
984,balakhninskiy,RU,59,114,58.0106,114.2769,50.47,82,96,5.64,6/16/2021 - 14:34:4,Northern
985,lata,PT,-8,166,40.1629,-8.3327,68.92,91,12,4.07,6/16/2021 - 14:34:4,Northern
992,hambantota,LK,6,82,6.1241,81.1185,79.25,82,99,16.04,6/16/2021 - 14:34:5,Northern
993,andros town,BS,24,-77,24.7,-77.7667,85.96,71,70,15.39,6/16/2021 - 14:30:18,Northern
994,kruisfontein,ZA,-64,26,-34.0033,24.7314,56.88,85,4,6.33,6/16/2021 - 14:34:6,Southern
997,general pico,AR,-35,-63,-35.6566,-63.7568,43.72,66,100,1.16,6/16/2021 - 14:34:6,Southern
1005,terenos,BR,-20,-55,-20.4422,-54.8603,78.51,50,75,3.44,6/16/2021 - 14:34:7,Southern
1009,prabumulih,ID,-3,104,-3.45,104.25,72.64,97,100,1.95,6/16/2021 - 14:34:8,Southern
1013,makakilo city,US,10,-165,21.3469,-158.0858,80.92,57,75,6.91,6/16/2021 - 14:34:8,Northern
1019,erenhot,CN,45,112,43.6475,111.9767,56.88,30,42,10.13,6/16/2021 - 14:34:9,Northern
1022,san ramon,US,-13,-65,37.7799,-121.978,95.23,26,100,1.99,6/16/2021 - 14:29:47,Northern
1026,chicontepec,MX,21,-98,20.9667,-98.1667,84.49,45,90,10.92,6/16/2021 - 14:34:10,Northern
1033,stokmarknes,NO,71,14,68.5646,14.9108,46.36,66,31,3.83,6/16/2021 - 14:34:11,Northern
1042,north bend,US,44,-130,43.4065,-124.2243,76.24,67,1,19.57,6/16/2021 - 14:34:12,Northern
1043,husavik,IS,70,-14,66.0449,-17.3389,39.11,69,100,10.8,6/16/2021 - 14:34:12,Northern
1044,kisesa,TZ,-3,34,-3.0833,34.15,68.34,53,99,6.98,6/16/2021 - 14:34:13,Southern
1054,bocicoiu mare,RO,48,24,47.9667,24,68.63,88,6,4.52,6/16/2021 - 14:34:14,Northern
1060,omsukchan,RU,60,156,62.5333,155.8,41.41,91,100,8.46,6/16/2021 - 14:34:15,Northern
1066,yabrud,SY,34,38,33.9674,36.6574,58.66,47,0,1.83,6/16/2021 - 14:34:16,Northern
1067,san cristobal,VE,-10,-89,7.7669,-72.225,77.18,48,23,7.25,6/16/2021 - 14:34:16,Northern
1068,waipawa,NZ,-45,177,-41.4122,175.5153,51.46,90,75,5.88,6/16/2021 - 14:34:16,Southern
1072,ust-kuyga,RU,71,133,70.0167,135.6,51.82,51,99,10.27,6/16/2021 - 14:34:17,Northern
1073,esil,KZ,52,66,51.9556,66.4042,73.04,41,13,8.34,6/16/2021 - 14:34:17,Northern
1078,storslett,NO,69,21,69.7678,21.0247,42.22,84,94,6.2,6/16/2021 - 14:34:18,Northern
1079,catanduva,BR,-21,-49,-21.1378,-48.9728,79.09,30,3,7.65,6/16/2021 - 14:30:8,Southern
1080,ahipara,NZ,-32,169,-35.1667,173.1667,55.65,82,2,7.36,6/16/2021 - 14:34:18,Southern
1089,lovozero,RU,68,35,68.005,35.0117,43.09,82,77,2.66,6/16/2021 - 14:34:19,Northern
1097,constitucion,CL,15,-122,-35.3333,-72.4167,59.74,70,83,5.48,6/16/2021 - 14:34:20,Southern
1104,am timan,TD,11,21,11.0297,20.2827,80.78,60,95,10.11,6/16/2021 - 14:34:21,Northern
1106,alamogordo,US,33,-106,32.8995,-105.9603,98.6,21,1,1.01,6/16/2021 - 14:34:17,Northern
1107,resen,MK,41,21,41.0889,21.0122,61,73,69,3.78,6/16/2021 - 14:34:22,Northern
1112,hangu,CN,39,118,39.2489,117.7892,69.84,95,100,3.87,6/16/2021 - 14:34:23,Northern
1114,baijiantan,CN,46,87,45.6333,85.1833,78.51,18,5,1.5,6/16/2021 - 14:34:23,Northern
1115,aasiaat,GL,68,-52,68.7098,-52.8699,35.87,83,94,5.28,6/16/2021 - 14:34:23,Northern
1119,rio gallegos,AR,-52,-67,-51.6226,-69.2181,44.65,61,0,1.14,6/16/2021 - 14:34:24,Southern
1121,sharjah,AE,25,56,25.3573,55.4033,89.89,70,0,10.36,6/16/2021 - 14:34:24,Northern
1122,todos santos,MX,21,-114,23.45,-110.2167,101.3,81,7,8.14,6/16/2021 - 14:34:25,Northern
1124,timmins,CA,48,-81,48.4669,-81.3331,67.82,30,20,11.5,6/16/2021 - 14:34:25,Northern
1127,buin,CL,-8,153,-33.7333,-70.75,67.05,45,91,4.5,6/16/2021 - 14:34:25,Southern
1133,twin falls,US,42,-115,42.3505,-114.6445,70.14,26,1,4.61,6/16/2021 - 14:34:26,Northern
1134,whitehorse,CA,60,-135,60.7161,-135.0538,61.11,36,40,5.01,6/16/2021 - 14:34:27,Northern
1135,mozarlandia,BR,-14,-51,-14.7447,-50.5706,89.28,21,3,5.77,6/16/2021 - 14:34:27,Southern
1138,naranjal,EC,-26,-55,-2.6667,-79.6167,80.4,65,85,4.79,6/16/2021 - 14:34:27,Southern
1139,ratnagiri,IN,16,68,16.9833,73.3,80.83,83,99,15.99,6/16/2021 - 14:34:28,Northern
1145,mokhotlong,LS,-29,29,-29.2894,29.0675,43.3,52,50,4.9,6/16/2021 - 14:34:28,Southern
1146,kaputa,ZM,-8,30,-8.4689,29.6619,65.3,52,31,4.23,6/16/2021 - 14:34:12,Southern
1147,panvel,IN,19,73,18.9833,73.1,84.27,83,84,10.33,6/16/2021 - 14:34:29,Northern
1148,prince rupert,CA,53,-132,54.3161,-130.3201,57.29,74,90,6.91,6/16/2021 - 14:34:29,Northern
1152,peace river,CA,57,-117,56.2501,-117.286,59.31,67,75,31.07,6/16/2021 - 14:34:30,Northern
1155,sabha,LY,27,15,27.0377,14.4283,85.86,14,0,10.67,6/16/2021 - 14:34:30,Northern
1157,shimanovsk,RU,53,129,52,127.7,62.78,98,100,8.39,6/16/2021 - 14:34:31,Northern
1160,myitkyina,MM,27,98,25.3833,97.4,74.71,99,100,0.54,6/16/2021 - 14:34:31,Northern
1162,tripoli,LY,33,13,32.8752,13.1875,74.53,61,0,18.57,6/16/2021 - 14:34:32,Northern
1165,parkes,AU,-33,148,-33.1333,148.1833,42.35,92,28,5.64,6/16/2021 - 14:34:32,Southern
1171,kibuye,RW,-2,29,-2.0597,29.3482,64.96,81,95,0.4,6/16/2021 - 14:34:33,Southern
1172,cilegon,ID,-6,106,-6.0174,106.0538,76.89,79,100,2.66,6/16/2021 - 14:34:33,Southern
1173,kwekwe,ZW,-19,30,-18.9281,29.8149,54.63,45,9,5.35,6/16/2021 - 14:34:34,Southern
1176,khandyga,RU,63,135,62.6667,135.6,57.49,36,0,11.43,6/16/2021 - 14:34:34,Northern
1180,isangel,VU,-19,175,-19.55,169.2667,75.76,85,14,4.36,6/16/2021 - 14:34:35,Southern
1181,saint-paul,RE,-21,53,-21.0096,55.2707,71.69,94,44,1.99,6/16/2021 - 14:34:35,Southern
1182,atherton,GB,-18,144,53.5237,-2.4935,71.37,79,99,4,6/16/2021 - 14:29:50,Northern
1186,zavyalovo,RU,53,81,54.5053,82.4484,67.82,72,66,9.26,6/16/2021 - 14:34:36,Northern
1197,poya,NC,-26,162,-21.35,165.15,69.26,86,34,3.67,6/16/2021 - 14:34:37,Southern
1198,lalpur,IN,22,70,22.2,69.9667,85.39,68,100,15.61,6/16/2021 - 14:34:37,Northern
1200,ust-uda,RU,54,103,54.1742,103.0304,48.22,92,80,3.87,6/16/2021 - 14:34:38,Northern
1201,storforshei,NO,66,15,66.4043,14.5233,51.58,58,0,4.61,6/16/2021 - 14:34:38,Northern
1203,cockburn town,TC,26,-67,21.4612,-71.1419,85.96,62,20,17.27,6/16/2021 - 14:34:38,Northern
1219,luanda,AO,-10,9,-8.8368,13.2343,75.2,88,40,5.75,6/16/2021 - 14:34:40,Southern
1223,shihezi,CN,44,86,44.3,86.0333,70.88,22,100,3.38,6/16/2021 - 14:34:41,Northern
1226,santiago del estero,AR,-28,-64,-27.7951,-64.2615,47.97,51,100,8.97,6/16/2021 - 14:31:38,Southern
1228,hami,CN,37,91,42.8,93.45,76.23,17,90,4.9,6/16/2021 - 14:34:41,Northern
1230,broome,US,-19,125,42.2506,-75.833,69.69,48,1,4,6/16/2021 - 14:34:42,Northern
1234,salekhard,RU,66,67,66.53,66.6019,61.75,41,89,14.72,6/16/2021 - 14:34:42,Northern
1238,suntar,RU,63,117,62.1444,117.6319,56.21,72,100,4.03,6/16/2021 - 14:34:43,Northern
1241,lianzhou,CN,25,112,24.7811,112.3825,76.98,97,88,2.75,6/16/2021 - 14:34:44,Northern
1245,cururupu,BR,0,-44,-1.8283,-44.8683,81.57,74,5,5.06,6/16/2021 - 14:34:44,Southern
1250,lady lake,US,29,-82,28.9175,-81.9229,87.98,75,75,5.01,6/16/2021 - 14:33:41,Northern
1252,pacific grove,US,29,-133,36.6177,-121.9166,95.61,61,1,4,6/16/2021 - 14:32:55,Northern
1255,sisimiut,GL,68,-58,66.9395,-53.6735,37.69,79,65,5.21,6/16/2021 - 14:34:45,Northern
1256,mecca,SA,20,40,21.4267,39.8261,87.94,41,5,6.22,6/16/2021 - 14:32:12,Northern
1258,roebourne,AU,-25,119,-20.7833,117.1333,65.62,34,100,17.56,6/16/2021 - 14:34:46,Southern
